"@hemppahemuli1095","""Kenald Trump"" wants the ""damage amplification"" back for the national security","https://yt3.ggpht.com/oaEBuqr2abw5BaVZHQvzJ8dpEvxvCr4V2A-vGpcMXPJ_47GifQNoxU8Y73Ba6iVpd0zWVwz3FQ=s88-c-k-c0x00ffffff-no-rj","false"
"@mog8d","maybe hero wizard's tornado is also enchanted by the rune giant?","https://yt3.ggpht.com/RxwSeV7mctCLRPV3eaT49_gWRl3Xd7jZbe8qAtHXq1THXcfYn7c_ufjau-UMzmJy0VjK27gh=s88-c-k-c0x00ffffff-no-rj","false"
"@swordslash8","Ken playing miner on the tower and minor on defense","https://yt3.ggpht.com/GyBxkOU8klluIE7WaDr_IoiBRr3CCzRM9Ry4YqsFw_Hv67Tw5V3gDsr5-Fi7PotIePeHEHttSw=s88-c-k-c0x00ffffff-no-rj","false"
"@niyki","Ken, in a few videos tell us the story about the bar that you had to be there for, cheers","https://yt3.ggpht.com/qEqwsQJCGi0T2AprKPFpzIHP2JwtLpcVtep6C9sLP0nSPsHHooNa9DKBsrsIyKY2XSoONydI=s88-c-k-c0x00ffffff-no-rj","false"
"@severusbernard7404","this is the third time in a week you’ve shared rune giant with the class, ralph ","https://yt3.ggpht.com/ytc/AIdro_nlBilyjMA1U52oKK26XZ_UcnniCFBmVBEaZcWRZocnDN18ZKMnESUSGCHsm8S0Thv9RQ=s88-c-k-c0x00ffffff-no-rj","false"
"@Austobreezy","Rune giant evo inferno would go nutty","https://yt3.ggpht.com/F5ZINx4ZQzcDBAnTaAUNBRLA2tG4qTI2UjJzDDrj8JzpfcWTz9RGFIS639LoX_-kDCI6Jj4VOFo=s88-c-k-c0x00ffffff-no-rj","false"
"@albertargueta1312","I've said this once but I'll say it again, just for you Kenny. Could you play Rune Giant with Hero Wizard. You said that you liked the demolishers enchanted hits cus they were splash. Just imagine the Hero Wiz ability splash","https://yt3.ggpht.com/-Z6vkGZliqnc7KPsxCfQMIiQ5eFT1RbR_CKYhbTVxkBjBu4pP2voJhGr681oDqsfoetkdyDRUQ=s88-c-k-c0x00ffffff-no-rj","false"
"@zornix","holy midstroke pull","https://yt3.ggpht.com/0lFHc8C73_TcGpavMP5KTRlH8UKoOeyf6q-JKaHYw5tO2U9YPO7LaC2JA5Dij-_xlULxpJnjDQ=s88-c-k-c0x00ffffff-no-rj","false"
"@ramiaboufakher881","You're late ken. I had to shit without you","https://yt3.ggpht.com/ytc/AIdro_k-yVlW830YBR5FNQtLd5a121Smp-yH_8OwvS1HoSE=s88-c-k-c0x00ffffff-no-rj","false"
"@AN4K6N","Nice one ken really creative","https://yt3.ggpht.com/JqLAjMCgQ9Iab3IeSzOvlxi9UMdcyj4I0ShhCzNSdDCzSMh8n7upojztbs8V_x6LJ8UaUVJsyww=s88-c-k-c0x00ffffff-no-rj","false"
"@AbuvAvgJo","Common refresh pull","https://yt3.ggpht.com/JhQRJifyFA-1fJfRAZiwp23l5wHug4AABBfkLdvoKsVI3JPQNNCCm2CVGgArCZvSYf_r7oNt-w=s88-c-k-c0x00ffffff-no-rj","false"
"@goldenmeow2457","Unironically Ken is the best clash creator of all time, the gameplay and the yap just wonderfully fit his personality, love your vids although im 51 backwards and heard not a lot of people my age watch you, KEEP IT UP KING","https://yt3.ggpht.com/puzzU0OC79sj5ZHMBRLSEJxdo5hWFCmpyZHD8FM29DtMW0fUgXfCrbJwyUoptCQYcS3zZEgk=s88-c-k-c0x00ffffff-no-rj","false"
"@cinxeo","kenny wenny my goat","https://yt3.ggpht.com/Q4wFo8todkUA6HQez20RLmwgDjTojZnk17Tj3R_T-y0MALqJdLj7rhce1U9J5OJiFP8oqSG4qA=s88-c-k-c0x00ffffff-no-rj","false"
"@n8_th3_gr86","I literally just fought that second deck on ladder 5 minutes before watching this video that's crazy","https://yt3.ggpht.com/S-vL7XQyGl-QyYUD-47D068W8UrMjUN0x8ME7SCDzKumpjqLofQzob6Yp9NWf-EoYMBrnZkM=s88-c-k-c0x00ffffff-no-rj","false"
"@phamAutoWorks","holy refresh!!!!!1","https://yt3.ggpht.com/YUKJBLw7rjeUy0IQZN90MR9x3aXzFNAN-96Edu5dmhXVGwQ_o3BJmEImXZm8sDbtQLn4hsIbtQ=s88-c-k-c0x00ffffff-no-rj","false"
"@sho8396","Peak.","","false"
"@kiwy2570","what the hell are you talking about","","false"
"@Vicks77","@kenforrest Goblin curse and Golden knight try it ","","false"
"@dascj4042","Ken, you really need to stay away from the miners and bazerkers, we love you ken you still have time to change","https://yt3.ggpht.com/ytc/AIdro_mss1GIRIHcj4atzhMOm_9qRyTkuGNP20vnHzuIIzm4vQ=s88-c-k-c0x00ffffff-no-rj","false"
"@danchel936","i just got to the toilet and ken uploaded. it’s gonna be amazing","https://yt3.ggpht.com/Suwc-rQnmL9cqWuOljiTS8H15X6ReQm4Q2nTRUlqbgX27t_NGRYEq4AXcQG5Bw2JO75Nb1-yKA=s88-c-k-c0x00ffffff-no-rj","false"
"@monkeydonkey215","ken is never coming back to australia ","https://yt3.ggpht.com/yIn9V11bd3YVGO4qizENR2S7WdFxwcnvjqKjU86MGOkBgvl6iMBxeRSFlgpsyoyUUuCucKNN=s88-c-k-c0x00ffffff-no-rj","false"
"@hanzi6785","9:01 ken shows what he did last night","https://yt3.ggpht.com/ytc/AIdro_n17eVS6yOwSEgbNTgXc4n9JeOKRE9MMEESD8Bfcg_tgLUU3ZPzBmNs64A-tbv0zyDUoA=s88-c-k-c0x00ffffff-no-rj","false"
"@whyme6821","KEN DO RUNE GIANT AND ARCHER QUEEN WITH HER ABILITY","https://yt3.ggpht.com/ytc/AIdro_mbzNOO_EqG4iOk92f6NaQehmdsW-5J7v-hdPWZWRt65t0=s88-c-k-c0x00ffffff-no-rj","false"
"@IntercosmicFPV","Kove you Len","https://yt3.ggpht.com/iKQJj4kANUBmTo22BgAN4BE_4u7coVNYu3dG1oS_AXDd0k9SbrGDZSQert3qYeF-TADH7tyyvJI=s88-c-k-c0x00ffffff-no-rj","false"
"@declanlavallee172","proud of you ken for rarely playing with minors","https://yt3.ggpht.com/S7g2m3uEQt-opzhtEzk-tTnF5Op9s-1KwfEoDqj7K0VkHvkJvbJCOCuMLI2zsF_9uFpOax1cXUw=s88-c-k-c0x00ffffff-no-rj","false"
"@Qwenogd","holy fall off","https://yt3.ggpht.com/37Sb1hOE_DTBdWC0_lXiS9r_CSgsMQ4dkzedIybfAaEZkmePo2fCNcOjM8cTISa7atNTkW6AJg=s88-c-k-c0x00ffffff-no-rj","false"
"@CaptBaden","Ken you have to try rune giant + hero musk turret","https://yt3.ggpht.com/q4fkFMBCqY6eh-k_5GOeFLCH-NXwl73M02xhx_M3Q6OOba-RS3ytxb-UoWs5H0Utmv4nurqd-A=s88-c-k-c0x00ffffff-no-rj","false"
"@coolguy69420L","I watch all your videos on 0.5x speed so they last twice as long.","https://yt3.ggpht.com/m6nHxB6w9TyeHuh9eQ9wI4lgXlJLoDn79_Z4kmRahB1P02Ohdiaw-v0rsSsP3bNtrkw1U5y3QZc=s88-c-k-c0x00ffffff-no-rj","false"
"@MertMutlu-j6j","KEN PLEASE SEE ME KEN I LOVE YOU KEN","https://yt3.ggpht.com/ytc/AIdro_kexSU46w6cYLAw7n2skj-kjy6uv4tRLz7Q3K1rsh5kWb6z0DWyfRdUElppkPxsBgt36Q=s88-c-k-c0x00ffffff-no-rj","false"
"@Foggy18","Ken is the goat","https://yt3.ggpht.com/hWlX4C9hQUT15bPOmeWa91wgby1K2oqz_iJAVGtbundXCsljd1Hpi2uDnJVXL5yW7do0xW83=s88-c-k-c0x00ffffff-no-rj","false"
"@0kayArt","4:41 bro???","https://yt3.ggpht.com/hufJCH-BCMU5TD1TRryeG3Q6zDC51hKKMm9RT85eRb4ATWnF3ONxMLjbf1UJt7a1tyOONIu_=s88-c-k-c0x00ffffff-no-rj","false"
"@charliezard64","Ken pooted","https://yt3.ggpht.com/2yqoo5eBwQX2nTJAfIJcKq5n9lPpDatRrbH4-qjghyei28ZoyWh6_ypwFlojbH40eac2vt0V2m8=s88-c-k-c0x00ffffff-no-rj","false"
"@WhipLash2457","Im giving ken bonus dih with this one ","https://yt3.ggpht.com/ZGias_snOhcxTBrAF3uYp7wSXveIY4H2GIygPMPU5P7ph41ORNE5MxRRiN-6imFdpPy34u2UPw=s88-c-k-c0x00ffffff-no-rj","false"
"@panemaa","7:43 true","https://yt3.ggpht.com/y-OlFa0dfvML1URxemMDbTglqam6BljzNPHL2_Rky8zgHcD5gf7rPC5hQQH8tEUFKxfSr-lo=s88-c-k-c0x00ffffff-no-rj","false"
"@aceyynas4010","NO VIEWS AND 39 LIKES  a new record","https://yt3.ggpht.com/ytc/AIdro_ltBJx-79_ofGPb0V_zDW2OyOkp6nTTJwUtm62xBNA=s88-c-k-c0x00ffffff-no-rj","false"
"@joaopedro.salles","i missed you kemberly","","false"
"@haltEdwin","yurrrrrrrrrrrr","","false"
"@ljubicamarkulinkramar150","Ken you are the best!!!!!","","false"
"@SevenIII","ken are you no coke in this video, thats a real question","","false"
"@bigdude4100","My goat ","https://yt3.ggpht.com/ytc/AIdro_lfJvRb2lSMGESO2FYpBTc7SNXbtMDL8ckbkusw8Dc=s88-c-k-c0x00ffffff-no-rj","false"
"@JamyBamy","im watching you kenneth","https://yt3.ggpht.com/PAkAxp6iwBMwz5JoVRcTneFhwMYeREjCCWwgnmJR77C4w_-48wpRPE4YJLhDa8_kGi0i_w5g=s88-c-k-c0x00ffffff-no-rj","false"
"@tingtangpop","ken stop using your log on the berserkers ","https://yt3.ggpht.com/LOvVgeqeQxge5NDM6_HUmgsbHFQwjFsJDJ_IcekAV-pkdf-NNAjoQnmInldbAxO1HTdb0BjPhQ=s88-c-k-c0x00ffffff-no-rj","false"
"@antonijebobisuth5094","Reckers did this I think, so maybeeee colab?","https://yt3.ggpht.com/ytc/AIdro_lqULl_zl4kd2Kqu-NGfQAeRgktPwzB-Z0A1Snc5T96-MRs7PMnyyGHCmsAyOOuHNpt5Q=s88-c-k-c0x00ffffff-no-rj","false"
"@cretu-v2b","i love you ken.","https://yt3.ggpht.com/U5FyccnPxGXUn65eDCsp8gPG5W1GkdWG7hWqwjoblASKENYirPbx03jEoS_R8xejv1f7O-44=s88-c-k-c0x00ffffff-no-rj","false"
"@Tartns","PLEASEE KENN MORE LIVESSSS","https://yt3.ggpht.com/c2cZMWGQ1hUDhJ_zG7c0yAZbmQjxFyOb56e_4mmNFWBmSZdDAMXJO4qeQEW4B_LLp7R44PcwUQ=s88-c-k-c0x00ffffff-no-rj","false"
"@Endynn","Ken you look really tired. Why don't you just rest a little","https://yt3.ggpht.com/Ki0AyjyhzqhUVgUSytETOypu_GzdyDlJRLy4KKtqikUSF-VUnQAxJMOhT_ceG3BhfLQjohN7=s88-c-k-c0x00ffffff-no-rj","false"
"@vedantgharat1545","Banger","https://yt3.ggpht.com/9cMAGRJq9k_Y48hW6WXQ6dHdPP_tDlqqeV-XpE4rdCeVpkDYVaSePMWMzryF5z5EAD4SMmrWkA=s88-c-k-c0x00ffffff-no-rj","false"
"@afonsoguerra9237","rune giant little prince next ?","https://yt3.ggpht.com/ytc/AIdro_nT1HWvcLrr-fPDtrgxn4GhJUex_UT4-D-g2nZKRJKqECU=s88-c-k-c0x00ffffff-no-rj","false"
"@saraiva6047","why is kenny cosplaying itadori","https://yt3.ggpht.com/ytc/AIdro_m5zeiA-4Tb-In89ZmvEMgfuy4A6nNIy38GdfH0IahJeQ=s88-c-k-c0x00ffffff-no-rj","false"
"@devlinpatrick2894","I miss you Ken. Come home to me","https://yt3.ggpht.com/RPkU_L92u7cp6XjfgYZI4nIOPAEXkn5LptOzwWY1QkBFMxt82R5qOaU3Pj7lbKufHSU2Qx0-yA=s88-c-k-c0x00ffffff-no-rj","false"
"@MumudSadeghi","Day 8 of watching all Ken's upcoming videos in 2026","https://yt3.ggpht.com/mskJd9GY-0Ul-xJ1wyOxsbVz1NutYHYe7Z3bRR4FpHJuEEHX5RK9HhyrKohUN5Ry28GLm0z4=s88-c-k-c0x00ffffff-no-rj","false"
"@PolishDane","bro started tweeaking","https://yt3.ggpht.com/x-w7YM6UjPbjuXSkRTuGXDAnbFk2LojIZyQ1POm-e6mmxPsJl-pbjhSFny3MlW0oEhTLX6JH=s88-c-k-c0x00ffffff-no-rj","false"
"@mariusmarius5412","Good boy","https://yt3.ggpht.com/ytc/AIdro_nZa2L5tvX7AvSd4Ge5CNES4grhI0iSwAR0FOEKVgy-ONyNf84-qq6U12ADeVbgPcot_Q=s88-c-k-c0x00ffffff-no-rj","false"
"@lukasraif6332","55 secs ago is enlightening","https://yt3.ggpht.com/ytc/AIdro_la-H9d58afKmA1gx1QVtyU-KPQL-P_-zFly6BX3pJlvct2ymNDOK1_281YXJGJXUfWug=s88-c-k-c0x00ffffff-no-rj","false"
"@kylep8941","You know Goblin curse used to have damage amplification?","https://yt3.ggpht.com/ytc/AIdro_nQkK2znfxMiesQnmfTAYAGPZ9iWolayZhADH8WjFAPquA=s88-c-k-c0x00ffffff-no-rj","false"
"@kevontrotman9008","Show them rune giant is still a good card!, she is not a win condition on her own but when you pair her with the right cards and enchant them then she is a menace","","false"
"@Migzzzzzzzzzzzzzz","Ruin giant + ice wizard + tornado  please","https://yt3.ggpht.com/8KrxsUdmoDOW59K6b-hPf5nxZdLQdvlk5CnBa8Mmi06JajIR8Dp3NPth6DsBFrGwfkS8FuQ8XQ=s88-c-k-c0x00ffffff-no-rj","false"
"@MrPolisse","Is the outro a song from the lion king 1994 pc game ?","https://yt3.ggpht.com/ytc/AIdro_m9t1Jb3eu7kPkEx0vCg5LY67RImnV8EpmEj7pUwAA=s88-c-k-c0x00ffffff-no-rj","false"
"@LolLol-lr5ji","God I wish australia were real","https://yt3.ggpht.com/Px2PCkp6wIJvRGwVMmJyBCLnWz6Ug677fm2BvhM6e_CkLsewMqVw8rgk-fLZuTeLneWwVW5k1A=s88-c-k-c0x00ffffff-no-rj","false"
"@lebougnat","7:50 i saw it ken","https://yt3.ggpht.com/MiRrfLCjYekqsItpfT5LLyMlFmWcAwVEax2kQkAh6zajO5AJfPhYBGbmYrLZFiGJoH01JcddQA=s88-c-k-c0x00ffffff-no-rj","false"
"@GuentherVanRaven","Don‘t hide, we know you‘re balding. Next video again with Wig please.","https://yt3.ggpht.com/KbAG8MbYMOUW788Pe780ndXRyKxzYgCJMn0eGcQMJgYOW1mqXwLbGRVCxmj0Iv-zouPesOSf=s88-c-k-c0x00ffffff-no-rj","false"
"@monric5730","Ken ya gotta try Rune Giant + Magic Archer. I also put in the deck Golden Knight, Berserky, Rage and Gob Curse

Another idea is Monk since he already does extra on the 3rd hit","https://yt3.ggpht.com/ytc/AIdro_kfmdHnYE-dePyUmBHBgXFZKqcaNdjG1g_Tbj0SJJu-RG4=s88-c-k-c0x00ffffff-no-rj","false"
"@Thomas18123","Unk needs to sleep","https://yt3.ggpht.com/a6zq8i1uNRNqgXZbJc01P3Hf4CeB2XBzFYhqSpQdAW0RGcEZwKibMgYuhTMe2AUQ8cBxyXFe=s88-c-k-c0x00ffffff-no-rj","false"
"@kaoticsweet","if hero wizard has added damage then what if rune giant enchanted it and it did insane enchanted splash damage in the entire radius of its tornado ","https://yt3.ggpht.com/_puQFLrKAuQcefYDBsFpS9lasmvsFgzkDGmo7isVYUx81RDp4lJ462J5caAooFU3Tm2s0Z2Qwg=s88-c-k-c0x00ffffff-no-rj","false"
"@prodlenzi","nice video ken!","https://yt3.ggpht.com/XJ-Iep79ysTrMDDNNyCi7w6q_3yZwSenuuHZt-qMwnKYtQxquLHhFwbofvceF3hQKp13FQR0jw=s88-c-k-c0x00ffffff-no-rj","false"
"@kyrsie","you use all of the cards i love in these recent videos","https://yt3.ggpht.com/nQYtT01ls8OVdLpD--6LliOJwIq6kfwV5id6hjmQocBmEFbcKUh7FJYwzg4ep8yGTdRmDZvg=s88-c-k-c0x00ffffff-no-rj","false"
"@papadabbyjr8071","did u guys know that goblin curse has dmg amplification?","https://yt3.ggpht.com/k5jiMaRXNwd4DXzVz59Vrp8G0FQ0snaSpONfPsmVnvxuZ_CV6JKDBcgHRF5j5la-xpkzQgUa=s88-c-k-c0x00ffffff-no-rj","false"
"@binzheng7374","Kemo","https://yt3.ggpht.com/ytc/AIdro_nO0wHFM_YTFml8hSMQRaDqDCPt8zzGcs6eAbh10yNpefI=s88-c-k-c0x00ffffff-no-rj","false"
"@Iggbog6191","GUH","https://yt3.ggpht.com/fMcWze9cdHWmSCVk2GGSx92Q31v3ztOPOyI9UidafjWobLesODB0s3Fiasi_RpgZkueUjBr98w=s88-c-k-c0x00ffffff-no-rj","false"
"@eliasgibson2878","Rune giant enthusiast must give Ken amazing head for him to keep using this terrible card","https://yt3.ggpht.com/ytc/AIdro_lCBE4Smk4YpsOE55oYqNU-smAXo-SExmPL2G51yvZjZQ=s88-c-k-c0x00ffffff-no-rj","false"
"@Loplyx","Kenny please play Rune Giant Mirror + Three Musketeers 
Its about as gimmicky as it gets but an 18 elixer push with rune giant + musks on both lanes would be insane I think + higher melee damage too","https://yt3.ggpht.com/lptClLb-ZGlm34tRILjLATkThuDdE7W-rpSUHq9KHePRfe8ag2ZJTPPa_glDG9n4v7lCVOpOzw=s88-c-k-c0x00ffffff-no-rj","false"
"@cheese8101","you should play a deck with rune giant e drag both miners and I drag","https://yt3.ggpht.com/xAw3xp1-MnqTXkNRqapK8yu3UlQssyKsFAJEQSma6g72tQPEIwlUEhbdYQ7vuGmBnaWDoqDrpw=s88-c-k-c0x00ffffff-no-rj","false"
"@Benwinzzz","kennnny","https://yt3.ggpht.com/_pi9RWS_QRDCbk9sjGzYJQwNENtxUCC46S-IUsm-h8VmCoXw7d7pJ54BmXdXXGAw30Mq5RTj96U=s88-c-k-c0x00ffffff-no-rj","false"
"@corgiliver","ken should collab with alt","https://yt3.ggpht.com/ytc/AIdro_lw2kuCukIHD5wE6K_9auRQr30GVB_rgzZRMdt3--XyATIU53sqgbyMbtCgt6xAhMSvHg=s88-c-k-c0x00ffffff-no-rj","false"
"@rushdirashad","0:01 Day 34 of asking kenny wenny to do minecraft therapy sessions","https://yt3.ggpht.com/ytc/AIdro_m5ewRz5KTgpaqxbx82KwKthXWDdZ99fAvJVC1BED1ySD7gsuD_qFPa7v_xtzqXjjLk7JI=s88-c-k-c0x00ffffff-no-rj","false"
"@bluggvg5934","1 min ago and 110 comments already is wild. We might be even more addicted than Kenneth","","false"
"@mixeriss4077","kenneth, wheres the minecraft","","false"
"@is_that_ag","Ken stop wearing the same fucking sweater","","false"
"@CLapZzZz","Day 7 of ken pretending to be australian","","false"
"@karrotking4040","What’s up sneezers","https://yt3.ggpht.com/ytc/AIdro_ndWvrsZ6GV1HQkeqeS3QlF9TE6znwBBzE2VZWknpIP-8I=s88-c-k-c0x00ffffff-no-rj","false"
"@killerz7651","Nerf minor","https://yt3.ggpht.com/ytc/AIdro_mTKCOpWi6oUxlxHjve8gnwQY9dXl-G2MtiFh7HBzPapA=s88-c-k-c0x00ffffff-no-rj","false"
"@XxBilllyModexX","Rip","https://yt3.ggpht.com/k7AQH8yF2wyUdiCEb7_pHH4tFkfXY0Curgi5uqwwtVAv9DzoaPmmuIzWyhF2VcSUuZgS14eurA=s88-c-k-c0x00ffffff-no-rj","false"
"@peterortell3916","W refresh pull","https://yt3.ggpht.com/4C8Mm07odG3CBVHs0eD8JX618tUeAS7fa4BPOTWP7yVVIJtD1Ys0S62rCqTgEfsvdghxeRwkrss=s88-c-k-c0x00ffffff-no-rj","false"
"@babycatsrcute","KEN WHENS THE NEXT MINECRAFT VID DROPPING","https://yt3.ggpht.com/ytc/AIdro_nv8CUIQDdwQReKARt8EO2hJzLBVG6vYlndMtqrPLAbhErysRDW9CwEbhllNhAXVn-3gQ=s88-c-k-c0x00ffffff-no-rj","false"
"@χαρηςτριαντ15","I know for a fact that this video is pre-recorded","https://yt3.ggpht.com/ytc/AIdro_msmsvc71jBwvUPnMW9XBZCEF43eCjh0fGPwcV-t9vDTrYdQEvals2ODSWLcswdLaVlojc=s88-c-k-c0x00ffffff-no-rj","false"
"@Baka69187","Ken lets cuddle, we havent done this for a while","https://yt3.ggpht.com/zBMAC_QEpDT8EZxYBR9_fxYZmFZeFod7QVigJzjqLpJ4GOv5kGlTeRE1VBx9wvu0FqS0O9OnqQ=s88-c-k-c0x00ffffff-no-rj","false"
"@0kayArt","You're early, Ken.","https://yt3.ggpht.com/hufJCH-BCMU5TD1TRryeG3Q6zDC51hKKMm9RT85eRb4ATWnF3ONxMLjbf1UJt7a1tyOONIu_=s88-c-k-c0x00ffffff-no-rj","false"
"@mason2307","Jumpscare","https://yt3.ggpht.com/ytc/AIdro_meZQDvkVwIytlz05tUr4sKYRoxduo30MYm6fDWZDFwo5Dx5x44u4bpmQY2f_R4uW4yGQ=s88-c-k-c0x00ffffff-no-rj","false"
"@ArenaLegendsX","Hello berserker daddy","https://yt3.ggpht.com/iou0s71983-mDpVrCklgHGPTUAGOAA-t9XNa68xIWB_cLQWZhJK0C7V8_Vc-vK2aejNKIiBfsg=s88-c-k-c0x00ffffff-no-rj","false"
"@zye__","is he coming back to australia in a few days","https://yt3.ggpht.com/yULm3sR73Age0ZI6NgoQrvbN2SVjwrJLyh6EA2QKH3_DQFuyvtrNxKQhZrNPzqOerUjJAHYJvg=s88-c-k-c0x00ffffff-no-rj","false"
"@mainbraine","Ken hooded up. Smash like if ur hooded up also ","https://yt3.ggpht.com/CXu5tr14wXqn0MlP0ubaHuDT1itbH44EjLEzYx7k5JysJ9rECH4up7iJIHsU2tdZT_zZYGojag=s88-c-k-c0x00ffffff-no-rj","false"
"@CLapZzZz","Day 7 of ken pretending to be australian","https://yt3.ggpht.com/qZz-ESfDOqTJTdUzKL10MYRMoMRvslqX3CA9-zT7Vua5SVosDoF0cEi1j09cefoEB6KbwOxY=s88-c-k-c0x00ffffff-no-rj","false"
"@christopherlang8641","You havent said “kiss me“ in a long time to me...","https://yt3.ggpht.com/ytc/AIdro_kv31lBiYwiFjKkuaL5fkoQvrpARSgjWlKcWJTitSB4LiM=s88-c-k-c0x00ffffff-no-rj","false"
"@teh_kaczuch","Edit: nvm he said it

Do you know that goblin curse used to amplify card's damage?","https://yt3.ggpht.com/80Vfxv5gfBQHyNEy-JkRPMdrAVLvPKN037RKjBLn1SZnV-r5JFEmWWvmzkRdVN4gJa4GU0lNnw=s88-c-k-c0x00ffffff-no-rj","false"
"@RameshKumar-tl2ld","why is his stache burnt around the edges","https://yt3.ggpht.com/ytc/AIdro_lAyCmPuPTcTtYpOA4QnUiNiel5MSi2UOypDgNoiTtaAGtGVrLt1wtS6foazk69LW0x-w=s88-c-k-c0x00ffffff-no-rj","false"
"@Fweyskiii","Hey am officially supercell I. Want to hire you","","false"
"@Jack07BS","Ok","","false"
"@DonKnaII","Day 76 of asking Ken to sing Down Under","","false"
"@andreasperzaga593","Do hero wizard with tornado","https://yt3.ggpht.com/ytc/AIdro_nv1t0Qm0eqGizPoA6xxyUvpZEi8yii7tw_3rs1qLQ=s88-c-k-c0x00ffffff-no-rj","false"
"@Wheick","Ken, I think you're my dad","https://yt3.ggpht.com/VM6ZBk2IbwuIj8BiIwMbWmMUCJqb9VMs2WsKlORzxnQsqqOCybdi_o0i4x5Dx1DY1IAzuTzTwg=s88-c-k-c0x00ffffff-no-rj","false"
"@ISS_AM","I was waiting...","https://yt3.ggpht.com/CXjKVa4irodqmT0W4YmtXohAtKitlBl0Kw7hYiXLiTVMdEBpWQ1Vdu4c_GI0D_BlVIG4rb_ESQ=s88-c-k-c0x00ffffff-no-rj","false"
"@RB-yuki","ken stop playing with your miner","https://yt3.ggpht.com/6YdHWmUQPVAhQtY91e78MC45bnh91EtSAFpGi5ol02VbXGE6pVBKuUhSeESLTDqIef9bWsHtsKQ=s88-c-k-c0x00ffffff-no-rj","false"
"@kenbub","spill the tea kenny wenny no body watches 10 mins of cr gameplay in this economy","https://yt3.ggpht.com/ytc/AIdro_n8XNBbk7zDRn62-EJjy2XxrSicISxyo58ZcF2-pqXOMjw=s88-c-k-c0x00ffffff-no-rj","false"
"@O_O-JJ","play miner rocket with rune giant","https://yt3.ggpht.com/rS2U3CN5LNp2VJT3d7CSi1EIMxwIsbDdwLNGAKLiXxVJ5gKzeGd01W3TiOIu7uyQji8vmcTi_ns=s88-c-k-c0x00ffffff-no-rj","false"
"@porostolgy","I kennot release it anymore","https://yt3.ggpht.com/ytc/AIdro_l1zU22StKNf871dicTQBDk4x19Yspedvo2dT3lgfSr6SUuLOsP9TA7e55SMaN_kxlqmQ=s88-c-k-c0x00ffffff-no-rj","false"
"@yesindeed37","76 views","https://yt3.ggpht.com/-mCO4l1H1J-0SmxjUJ17ccxss3ke1LTM_2etAGz5B0GC6nGxcr6YAkB3V5Abvi5BlCOy-fVLyg=s88-c-k-c0x00ffffff-no-rj","false"
"@goonbert456","damage amplification?","https://yt3.ggpht.com/pdQTQT6DTV0aYzWPOa7lyw-b7NRsC5uxoIEdjHYm5lTOCb_Nicp-T1ckvO-lt_HjoqHu87exuUM=s88-c-k-c0x00ffffff-no-rj","false"
"@pierceromeyn8433","Ken didn't you already do this gimmick?","https://yt3.ggpht.com/ytc/AIdro_kOId8g_2E1V0MDE5_THlvnEEoHOEVLBcJhZkCNg3aNExY=s88-c-k-c0x00ffffff-no-rj","false"
"@sergioguzmantorres7299","hello kenny wenny, what happened to bananatapioca?","https://yt3.ggpht.com/ytc/AIdro_k3OYsYKxYbRuCE5Abuz0Mz1qSEbpCZVJ-oM5AAoeTQeaQ=s88-c-k-c0x00ffffff-no-rj","false"
"@parkerabed5192","im actually so glad you are also still salty about them removing damage amplification from goblin curse. i loved using it in my decks and had a few good ones","https://yt3.ggpht.com/ytc/AIdro_ljCDRpKLpfx7P8i_IP2qLAfQfA7xaUCoXzcV2rfu8OUDk=s88-c-k-c0x00ffffff-no-rj","false"
"@Lord-Fortnite","8 elixir log or whatever you people say","https://yt3.ggpht.com/Ij6P0YSnNdw8__m261eNXtYF2FWYXbzhft5se-RTnkjLsVNkJ2FC7-SoO7E52n17BivgiKUW8g=s88-c-k-c0x00ffffff-no-rj","false"
"@IsaacTachiki","please do charging cards only ken","https://yt3.ggpht.com/ytc/AIdro_kWGOY2zL43BkQohHAF2ubCG6ZxCBJ3MFVPoRSNnCPL3skEILciTq3Gatqql3ZDXtWv5A=s88-c-k-c0x00ffffff-no-rj","false"
"@Abdo.Younis","Ken when you go back to Australia can you do another video where you make an omelette while you play? Thank you and have a nice day","https://yt3.ggpht.com/ytc/AIdro_m6Xi1ytGxosnrSkPJXq1VNiOeoOaBODODeJKVmUQ2vGA4=s88-c-k-c0x00ffffff-no-rj","false"
"@FenyOficial","0:00 Did he said Deck?","https://yt3.ggpht.com/gcAa170qVhVBTQENWANjMWK-f-IttFVkFuzULjE8kfWT0U7ZQJyRt39JkmP1uhIq67_lKXbIvA=s88-c-k-c0x00ffffff-no-rj","false"
"@youssifmohammed1513","Day 152 of asking Ken to bring back the ""subscribe to Ken"" outro","https://yt3.ggpht.com/ytc/AIdro_njtufdzVx1MNiXUGqFVNAadmSzt8IoefWGaHUpVKo=s88-c-k-c0x00ffffff-no-rj","false"
"@CadeCRL","Alright bro you couldn’t make it more obvious ️","","false"
"@robobo1726","Day 22 of asking for hero knight evo battle ram","https://yt3.ggpht.com/9AZuE8LmC3jq1V7LzyUH0haQJ-plefY6_s5OHGb31ieFdAXYZREO0reDvSD-TCJeOD7S-LwkhA=s88-c-k-c0x00ffffff-no-rj","false"
